Home ID,Appliance Type,Energy Consumption (kWh),Time,Date,Outdoor Temperature (?C),Season,Household Size
343,Washing Machine,1.94,20:06,04-06-2023,22.8,Spring,5
271,Lights,1.28,12:54,19-04-2023,14.4,Spring,4
431,Lights,0.75,22:43,09-03-2023,24.7,Winter,2
345,Washing Machine,0.3,15:08,23-02-2023,39.4,Winter,1
359,Computer,1.91,10:16,03-02-2023,27.1,Winter,2
250,Heater,4.05,16:44,04-05-2023,1.5,Spring,3
421,Oven,0.33,6:30,26-02-2023,33.9,Winter,2
125,Lights,0.54,10:46,16-01-2023,8.3,Winter,5
489,Dishwasher,0.41,7:00,11-06-2023,-7.4,Spring,1
455,Air Conditioning,2.11,2:28,02-01-2023,4.9,Winter,2
461,Oven,1.58,4:39,25-05-2023,-6.2,Spring,5
292,Computer,0.62,18:08,30-01-2023,5.8,Winter,3
153,Heater,4.12,17:40,04-05-2023,35.8,Spring,5
485,Fridge,0.28,6:35,04-06-2023,13.2,Spring,5
357,TV,1.9,3:59,18-02-2023,28.7,Winter,4
195,Air Conditioning,4.71,8:56,21-05-2023,13.1,Spring,5
312,Lights,0.41,14:36,08-06-2023,30,Spring,1
435,Microwave,1.06,1:11,18-06-2023,37,Spring,1
415,Microwave,1.79,23:26,08-01-2023,4.6,Winter,4
136,Computer,0.92,16:59,18-02-2023,-3.9,Winter,3
212,Oven,1.66,9:09,25-06-2023,20.6,Spring,4
318,Dishwasher,0.69,18:37,01-03-2023,-7.4,Winter,3
122,Washing Machine,1.63,14:07,13-03-2023,-7.4,Winter,5
99,Air Conditioning,3.59,17:51,27-02-2023,9.2,Winter,1
245,Air Conditioning,4.52,17:03,24-01-2023,17,Winter,4
199,Fridge,0.33,18:46,06-03-2023,13.7,Winter,3
8,Washing Machine,0.46,17:21,28-01-2023,-6.7,Winter,5
179,Washing Machine,1.86,11:58,20-05-2023,-4.5,Spring,3
360,Lights,0.33,5:50,26-01-2023,20.1,Winter,5
486,Oven,0.62,5:17,25-06-2023,8.9,Spring,5
61,Heater,3.36,19:02,06-04-2023,34,Spring,2
284,Heater,3.5,16:00,31-03-2023,17.9,Winter,4
60,Computer,1.92,5:28,25-04-2023,-4.7,Spring,3
51,Air Conditioning,2.12,2:23,04-03-2023,35.1,Winter,5
290,Washing Machine,0.53,2:37,08-05-2023,39.6,Spring,4
119,Computer,1.56,21:12,08-05-2023,32.8,Spring,3
308,Heater,4.5,21:05,17-01-2023,10.1,Winter,1
223,Washing Machine,1.96,5:36,12-04-2023,32,Spring,4
65,Lights,0.51,20:54,22-04-2023,0.7,Spring,1
454,Heater,2.41,23:35,08-03-2023,7.8,Winter,4
137,Computer,1.44,21:27,20-03-2023,3.1,Winter,3
490,Lights,1.33,13:55,08-04-2023,-0.8,Spring,1
237,Washing Machine,0.87,8:37,06-02-2023,32.1,Winter,3
185,TV,1.09,0:08,08-02-2023,14.7,Winter,2
281,Oven,0.52,12:20,22-06-2023,21.5,Spring,2
36,Microwave,1.08,20:00,10-05-2023,34.5,Spring,1
8,Air Conditioning,4.41,10:50,11-05-2023,20.3,Spring,4
426,Computer,0.41,22:30,12-04-2023,30.2,Spring,5
435,Dishwasher,1.29,18:59,26-03-2023,38.7,Winter,3
145,Heater,3.54,22:11,04-05-2023,39.4,Spring,1
76,Computer,0.97,5:14,26-05-2023,28,Spring,3
250,Oven,1.01,20:56,20-04-2023,0.7,Spring,4
128,Washing Machine,1.05,3:44,22-02-2023,20.1,Winter,4
101,Dishwasher,0.38,18:04,10-03-2023,15.2,Winter,4
237,Oven,1.25,3:31,08-03-2023,31.3,Winter,4
75,Oven,0.22,20:46,08-04-2023,24.1,Spring,5
251,Air Conditioning,3.71,11:05,28-03-2023,28.7,Winter,4
1,Air Conditioning,3.13,16:36,15-01-2023,1,Winter,2
190,Oven,1.17,20:17,16-03-2023,-0.4,Winter,4
143,Microwave,1.37,18:22,01-02-2023,12.8,Winter,5
289,Fridge,0.38,9:28,05-04-2023,-10,Spring,2
393,Dishwasher,1.3,16:53,26-02-2023,-7.4,Winter,4
424,Washing Machine,1.59,11:13,26-05-2023,17.9,Spring,4
400,Computer,0.27,1:40,04-02-2023,-5,Winter,2
16,Heater,2.01,9:41,18-04-2023,31,Spring,5
202,Computer,0.33,19:26,30-03-2023,1.8,Winter,2
4,Air Conditioning,2.38,5:51,29-04-2023,1,Spring,5
434,Microwave,1.3,17:36,01-02-2023,7.3,Winter,2
496,Microwave,1.39,11:11,26-05-2023,4.7,Spring,4
419,Microwave,1.19,15:56,05-06-2023,17.7,Spring,5
124,Heater,3.73,13:00,13-05-2023,-1.7,Spring,2
452,Air Conditioning,4.18,9:27,08-04-2023,30.9,Spring,2
299,Lights,1.41,22:42,14-04-2023,15.5,Spring,2
208,Heater,4.61,18:07,11-01-2023,13.4,Winter,4
30,Computer,0.93,2:14,04-05-2023,21.2,Spring,3
139,TV,0.93,9:59,25-02-2023,17.3,Winter,2
164,Lights,1.45,21:34,28-06-2023,32.2,Spring,3
23,Lights,0.82,10:11,12-04-2023,-6.7,Spring,4
482,Air Conditioning,3.2,18:33,26-06-2023,13.6,Spring,3
425,Computer,1.7,15:51,24-06-2023,30.7,Spring,3
324,Lights,1.97,11:36,25-05-2023,10.2,Spring,5
97,Air Conditioning,2.36,8:00,20-02-2023,17.2,Winter,2
5,Washing Machine,0.75,20:08,20-03-2023,22.6,Winter,2
495,Computer,1.76,10:47,06-03-2023,10.6,Winter,5
399,Lights,1.34,4:13,09-05-2023,-6.5,Spring,3
413,Lights,1.45,5:29,10-05-2023,8.4,Spring,3
237,Washing Machine,1.67,2:02,01-01-2023,-1.6,Winter,4
288,Heater,3.17,18:28,05-03-2023,22.8,Winter,2
469,Lights,1.17,12:10,16-01-2023,37.2,Winter,1
163,Computer,0.42,12:56,18-05-2023,38,Spring,3
302,Oven,0.7,18:57,13-02-2023,28.1,Winter,5
115,TV,1.58,4:20,13-05-2023,19.3,Spring,5
22,Computer,0.2,9:53,06-06-2023,20,Spring,4
91,Fridge,0.25,16:18,13-02-2023,39.4,Winter,1
345,Oven,0.49,5:54,09-04-2023,13.4,Spring,5
314,Microwave,1.92,5:36,19-03-2023,15.9,Winter,5
66,Heater,4.66,2:13,11-04-2023,13.7,Spring,5
16,Oven,1.37,7:03,23-03-2023,23.2,Winter,2
321,Microwave,1.39,18:31,28-04-2023,29.1,Spring,1
456,Fridge,0.21,1:24,04-06-2023,22,Spring,2
400,Computer,1.57,21:03,13-06-2023,7.3,Spring,2
486,Lights,1.98,5:50,10-02-2023,34.5,Winter,5
249,Computer,0.23,22:26,29-05-2023,-6.2,Spring,2
194,TV,1.28,21:58,10-05-2023,32.7,Spring,5
14,Fridge,0.41,17:45,08-04-2023,3.1,Spring,4
205,Air Conditioning,3.46,23:20,04-01-2023,4.9,Winter,3
461,Air Conditioning,3.96,5:32,29-06-2023,3.2,Spring,4
415,TV,0.31,11:48,26-01-2023,5.5,Winter,3
487,Dishwasher,1.9,6:41,16-05-2023,-5.7,Spring,4
172,Fridge,0.21,16:42,29-06-2023,30,Spring,3
97,Fridge,0.42,16:37,15-02-2023,15.7,Winter,1
210,Dishwasher,0.75,15:14,05-03-2023,21.3,Winter,2
98,Dishwasher,1.27,22:01,19-01-2023,9.8,Winter,3
286,Dishwasher,1.32,19:18,02-01-2023,29.6,Winter,2
301,Computer,0.93,8:21,04-04-2023,6.3,Spring,5
19,TV,0.33,14:40,10-02-2023,17.3,Winter,3
26,Lights,1.03,4:51,19-02-2023,24.8,Winter,5
471,Microwave,1.69,21:15,14-05-2023,16.2,Spring,5
31,Computer,0.44,2:59,13-01-2023,28.9,Winter,2
277,Fridge,0.23,18:46,31-03-2023,1.4,Winter,3
247,Lights,0.83,8:54,06-01-2023,39.2,Winter,2
134,Oven,1.7,0:01,25-03-2023,10.4,Winter,1
172,TV,1.86,14:59,20-06-2023,17,Spring,1
20,Air Conditioning,3.24,15:58,19-04-2023,30.1,Spring,3
211,Dishwasher,1.79,1:02,20-05-2023,36.8,Spring,1
127,Microwave,1.79,1:20,22-06-2023,28.6,Spring,5
443,Dishwasher,1.98,3:14,06-02-2023,16.7,Winter,2
31,Fridge,0.43,0:44,05-04-2023,-4.1,Spring,2
321,Dishwasher,1.2,3:12,17-03-2023,1,Winter,1
435,Air Conditioning,2.82,12:31,06-06-2023,23.7,Spring,5
103,Washing Machine,1.84,22:40,06-01-2023,28,Winter,4
10,Washing Machine,0.72,10:01,28-02-2023,-1.6,Winter,2
393,Dishwasher,0.8,14:59,25-05-2023,3.7,Spring,3
438,TV,0.63,9:22,26-02-2023,36.7,Winter,1
455,Lights,1.8,1:44,23-06-2023,17.2,Spring,3
449,Lights,1.23,13:33,17-02-2023,-7.3,Winter,3
167,Air Conditioning,2.39,13:34,12-02-2023,-0.3,Winter,4
397,Computer,0.91,15:59,17-04-2023,36.6,Spring,4
190,Washing Machine,1.2,19:19,30-03-2023,-0.6,Winter,4
135,Dishwasher,0.66,23:31,09-03-2023,1.3,Winter,5
395,Lights,1.75,10:34,28-04-2023,-9.6,Spring,2
492,Heater,2.38,8:20,07-04-2023,6,Spring,2
424,Lights,0.67,4:43,28-06-2023,-0.7,Spring,3
358,Fridge,0.35,21:40,05-05-2023,5.9,Spring,3
126,Microwave,1.5,17:19,19-05-2023,8.9,Spring,4
338,Fridge,0.34,7:33,24-01-2023,34.4,Winter,5
414,Heater,2.74,4:53,26-05-2023,28,Spring,3
380,Computer,1.91,4:12,08-05-2023,-8.5,Spring,3
381,Microwave,1.71,13:59,26-04-2023,23.4,Spring,1
21,Microwave,0.43,10:19,30-04-2023,-0.5,Spring,5
23,TV,0.61,16:28,06-01-2023,2.8,Winter,5
444,Computer,1.55,14:50,25-04-2023,7.4,Spring,4
175,Computer,1.31,5:35,28-02-2023,25.3,Winter,4
88,Fridge,0.43,1:17,01-06-2023,-4.6,Spring,2
270,Air Conditioning,4.17,21:05,20-04-2023,-4.1,Spring,2
376,Fridge,0.37,9:35,19-01-2023,12.6,Winter,3
136,Dishwasher,1.86,17:17,21-04-2023,4.7,Spring,3
120,Lights,1.73,19:19,27-05-2023,-6.3,Spring,2
171,Fridge,0.23,22:11,17-02-2023,35.5,Winter,2
229,Lights,1.55,3:19,20-04-2023,-2.9,Spring,2
285,Air Conditioning,4.36,2:47,09-02-2023,9.3,Winter,4
473,Fridge,0.28,1:22,23-01-2023,17.1,Winter,5
9,Washing Machine,0.62,1:17,02-04-2023,18.9,Spring,2
246,Washing Machine,1.85,4:21,05-04-2023,3.2,Spring,5
64,Microwave,0.48,8:55,26-04-2023,-9.2,Spring,1
239,Lights,1.42,14:06,29-05-2023,0.7,Spring,3
19,Computer,1.98,22:28,18-04-2023,8.6,Spring,5
9,TV,0.66,18:25,08-01-2023,6.3,Winter,2
74,Microwave,0.46,5:55,04-03-2023,-8.6,Winter,5
175,Computer,0.9,6:33,30-06-2023,1.8,Spring,4
425,Lights,1.03,19:50,10-06-2023,2,Spring,3
374,Fridge,0.39,2:43,21-02-2023,13.4,Winter,3
309,Air Conditioning,4.03,22:26,11-02-2023,27.5,Winter,1
478,Air Conditioning,2.69,14:36,20-02-2023,15.9,Winter,1
208,Fridge,0.16,2:23,09-05-2023,17.5,Spring,2
472,Microwave,1.97,19:20,07-05-2023,35.5,Spring,2
351,Fridge,0.12,20:24,21-05-2023,19.1,Spring,2
64,Oven,1.75,17:42,05-02-2023,-4.4,Winter,3
357,Oven,1.95,23:49,22-03-2023,39.3,Winter,5
487,Air Conditioning,2.43,21:49,13-04-2023,-9.3,Spring,3
274,Microwave,0.26,9:39,24-02-2023,25,Winter,2
242,Oven,1.02,2:21,27-06-2023,33.9,Spring,2
461,Computer,0.82,13:20,25-04-2023,-7.8,Spring,4
411,Microwave,1.31,11:08,30-03-2023,33.4,Winter,4
212,Dishwasher,1.54,4:13,23-03-2023,22,Winter,3
86,Dishwasher,0.74,11:35,07-05-2023,-6.9,Spring,3
283,Computer,1.96,23:08,04-06-2023,27.3,Spring,1
218,Dishwasher,0.59,23:55,08-02-2023,10.4,Winter,4
64,Washing Machine,1.89,14:35,16-06-2023,34.6,Spring,5
130,TV,1.46,2:56,27-01-2023,27.8,Winter,2
267,Dishwasher,1.47,7:56,13-05-2023,39.1,Spring,5
174,Heater,3.53,21:47,19-02-2023,24.8,Winter,1
324,Heater,2.71,6:57,10-06-2023,-8.1,Spring,4
87,TV,0.45,21:36,15-02-2023,-8.6,Winter,4
418,Washing Machine,0.39,12:38,12-04-2023,31.4,Spring,2
436,Computer,1.36,12:21,29-04-2023,27.9,Spring,5
363,Air Conditioning,3.27,3:37,20-01-2023,4.5,Winter,3
267,Lights,1.87,21:44,01-03-2023,-7.7,Winter,3
59,Fridge,0.32,2:36,10-03-2023,-5.7,Winter,5
234,Computer,0.69,16:16,18-01-2023,-9.2,Winter,3
28,Microwave,0.28,0:54,05-03-2023,-6.3,Winter,3
255,Lights,1.14,20:23,07-03-2023,-5,Winter,2
329,Computer,1.6,17:12,30-04-2023,-0.2,Spring,1
235,TV,0.52,23:10,01-05-2023,1,Spring,3
373,Fridge,0.4,22:14,04-06-2023,19,Spring,5
408,Microwave,0.3,8:05,01-01-2023,-4.7,Winter,4
390,Washing Machine,1.64,8:46,27-06-2023,37.1,Spring,5
72,Air Conditioning,4.93,6:46,17-05-2023,31.8,Spring,3
318,Air Conditioning,3.02,6:03,24-05-2023,32.2,Spring,1
14,Fridge,0.33,17:05,20-01-2023,8.9,Winter,5
261,Washing Machine,0.66,17:42,30-03-2023,-9.4,Winter,3
308,Air Conditioning,3.32,17:22,09-02-2023,15.9,Winter,2
324,Air Conditioning,2.8,0:42,01-04-2023,0.4,Spring,1
239,Fridge,0.13,6:32,18-05-2023,19.8,Spring,2
411,Lights,1.77,17:43,30-03-2023,19.9,Winter,4
103,Oven,0.95,3:26,09-06-2023,-2.1,Spring,4
160,Washing Machine,0.57,12:41,21-06-2023,18.6,Spring,1
217,Microwave,1.46,4:35,24-03-2023,4.4,Winter,5
264,Washing Machine,1.56,10:31,07-01-2023,-9.5,Winter,3
119,Computer,0.72,11:52,10-03-2023,5.2,Winter,1
45,Lights,0.94,22:15,17-03-2023,39,Winter,1
112,Dishwasher,1.14,3:55,12-05-2023,19.5,Spring,2
76,Air Conditioning,3.47,17:03,11-03-2023,27.8,Winter,2
187,Microwave,1.23,20:50,14-02-2023,-1.9,Winter,3
93,Washing Machine,1.28,0:12,09-02-2023,3.7,Winter,5
199,Fridge,0.36,6:50,03-04-2023,22.2,Spring,3
416,Oven,0.98,5:56,23-02-2023,10.7,Winter,4
1,Washing Machine,0.87,3:46,04-06-2023,-5.9,Spring,3
338,Dishwasher,1.31,22:39,17-01-2023,6.9,Winter,3
236,Heater,3.76,21:31,16-03-2023,7.3,Winter,2
328,Computer,1.08,9:27,07-05-2023,33.4,Spring,3
455,Heater,3.11,1:01,02-01-2023,8.1,Winter,1
17,Washing Machine,1.47,12:51,10-01-2023,4.9,Winter,5
143,Oven,1.89,21:41,19-03-2023,27.5,Winter,2
369,Computer,1.64,11:33,15-01-2023,36.5,Winter,3
246,Dishwasher,0.32,14:31,17-03-2023,8.9,Winter,2
70,Heater,2.68,4:03,03-02-2023,-2.6,Winter,5
42,TV,0.47,13:53,25-03-2023,26.1,Winter,5
106,TV,0.64,3:57,30-04-2023,4.8,Spring,3
352,Dishwasher,0.68,18:57,20-03-2023,17.1,Winter,4
193,Dishwasher,1.34,6:42,18-02-2023,-5.2,Winter,3
75,Computer,0.25,11:33,14-05-2023,31.6,Spring,3
409,Lights,1.92,8:35,28-03-2023,38.3,Winter,4
215,Fridge,0.17,14:21,22-06-2023,10.7,Spring,1
217,Lights,1.72,7:50,16-04-2023,21.5,Spring,2
208,Dishwasher,0.77,13:35,12-06-2023,27,Spring,5
279,Computer,1.66,2:29,13-04-2023,4.8,Spring,4
382,Heater,2.12,4:36,01-05-2023,12.3,Spring,2
153,Air Conditioning,2.76,8:22,08-06-2023,16.3,Spring,4
457,Dishwasher,0.7,7:27,06-05-2023,21.7,Spring,5
183,TV,0.58,4:02,03-03-2023,-3.8,Winter,4
346,Fridge,0.3,3:55,25-04-2023,4.2,Spring,1
6,Computer,1.82,17:12,07-06-2023,25.3,Spring,1
243,Lights,0.67,11:03,07-02-2023,21.2,Winter,4
68,Microwave,1.54,17:54,20-02-2023,26.3,Winter,5
422,Heater,4.69,0:44,01-04-2023,29.9,Spring,3
333,Fridge,0.17,5:42,28-04-2023,17.8,Spring,3
126,Washing Machine,0.65,20:36,24-02-2023,6.6,Winter,5
416,TV,1.48,18:29,14-01-2023,24.7,Winter,4
42,Dishwasher,1.18,18:15,08-04-2023,8.9,Spring,3
326,Heater,4.98,11:30,31-01-2023,24.5,Winter,4
67,TV,1.68,2:30,20-02-2023,37.3,Winter,2
430,Washing Machine,0.45,17:53,10-02-2023,-9.9,Winter,3
84,Microwave,1.24,21:39,20-03-2023,-6.6,Winter,5
56,TV,0.22,10:05,27-02-2023,36.4,Winter,5
206,Washing Machine,1.48,18:29,20-04-2023,-3.2,Spring,4
339,Lights,1.31,19:16,08-04-2023,0.5,Spring,5
274,Air Conditioning,4.19,9:21,22-05-2023,-0.7,Spring,5
480,Heater,4.73,7:43,11-03-2023,-2,Winter,4
256,Lights,0.21,4:08,12-05-2023,-9.5,Spring,4
14,Fridge,0.32,7:05,01-05-2023,-2.9,Spring,1
246,Air Conditioning,2.47,20:48,09-02-2023,14.6,Winter,5
365,TV,0.92,11:17,14-05-2023,24.5,Spring,3
473,Microwave,0.37,23:00,14-04-2023,39.2,Spring,4
78,Dishwasher,1.91,0:22,08-05-2023,23.5,Spring,2
411,Washing Machine,0.3,16:28,06-01-2023,25.1,Winter,1
430,Air Conditioning,2.31,18:49,29-06-2023,14.5,Spring,4
462,TV,1.93,5:16,11-05-2023,26.3,Spring,1
214,Microwave,0.71,6:11,11-06-2023,11.5,Spring,4
171,Dishwasher,1.27,22:52,26-04-2023,9.4,Spring,3
304,TV,0.65,15:30,30-05-2023,5.3,Spring,2
437,Fridge,0.39,14:12,06-05-2023,36.9,Spring,3
276,Dishwasher,0.92,21:54,07-01-2023,-1.6,Winter,5
359,Computer,1.65,6:02,12-05-2023,24.3,Spring,3
452,Fridge,0.16,0:25,29-06-2023,15,Spring,3
94,Fridge,0.35,10:14,09-05-2023,3.8,Spring,1
252,Fridge,0.16,0:45,15-06-2023,-4.6,Spring,1
499,Microwave,1,17:11,26-01-2023,-0.6,Winter,1
218,Air Conditioning,2.32,5:43,18-04-2023,11.6,Spring,4
65,Dishwasher,1.77,7:56,01-02-2023,23.2,Winter,3
172,Heater,2.81,12:18,10-01-2023,-3.7,Winter,2
226,TV,1.56,12:23,11-04-2023,11.4,Spring,2
348,Fridge,0.38,10:26,17-04-2023,15.9,Spring,5
327,Washing Machine,1.75,15:40,15-03-2023,1.9,Winter,4
362,Air Conditioning,3.25,14:39,28-01-2023,34.7,Winter,2
114,TV,0.76,17:39,16-02-2023,30.3,Winter,2
256,Oven,1.61,14:00,14-01-2023,19.8,Winter,1
244,Washing Machine,0.99,6:56,12-06-2023,34.2,Spring,5
234,Microwave,0.63,20:31,20-02-2023,29.5,Winter,2
276,Fridge,0.16,14:43,19-04-2023,-0.6,Spring,1
203,Washing Machine,0.58,9:55,09-01-2023,24.3,Winter,3
271,Computer,1.88,3:47,20-04-2023,-5.8,Spring,3
279,Washing Machine,0.27,3:10,31-01-2023,4,Winter,3
98,Washing Machine,1.2,9:48,22-05-2023,17.3,Spring,1
377,Dishwasher,0.89,22:49,04-03-2023,6.2,Winter,4
74,Dishwasher,1.95,15:31,31-05-2023,24.4,Spring,4
114,Air Conditioning,4.18,11:49,09-01-2023,4.6,Winter,2
91,Lights,1.81,0:14,30-04-2023,2.7,Spring,5
150,Fridge,0.49,11:07,28-05-2023,22.3,Spring,5
249,Fridge,0.16,5:54,21-05-2023,-3.7,Spring,1
260,Lights,1.69,12:33,14-05-2023,4.6,Spring,2
327,TV,0.73,6:34,11-05-2023,9,Spring,1
309,Heater,2.54,6:42,21-03-2023,28.2,Winter,2
457,Microwave,1.05,17:34,15-02-2023,-0.6,Winter,4
346,Computer,1.69,6:14,24-03-2023,20.3,Winter,4
348,Fridge,0.11,10:19,17-04-2023,32.7,Spring,1
158,Washing Machine,1.78,13:36,25-02-2023,37.1,Winter,1
365,TV,1.32,5:36,22-06-2023,-2.8,Spring,2
248,Air Conditioning,3.68,13:37,17-04-2023,15.8,Spring,5
163,Lights,1.87,17:11,14-04-2023,-6.2,Spring,3
373,Fridge,0.25,23:54,10-03-2023,1.2,Winter,4
204,Fridge,0.45,19:46,06-03-2023,23,Winter,3
451,Dishwasher,1.79,17:30,20-03-2023,28.1,Winter,2
151,Air Conditioning,3,2:18,11-01-2023,24.5,Winter,4
159,TV,1.94,0:43,27-04-2023,8.2,Spring,1
267,Air Conditioning,2.42,11:57,22-01-2023,28.3,Winter,2
353,Oven,0.41,19:44,08-06-2023,3.8,Spring,5
221,Heater,2.54,9:45,29-05-2023,0.9,Spring,3
227,Air Conditioning,3.55,8:36,24-04-2023,31.6,Spring,5
455,Microwave,1.69,21:14,08-01-2023,38.1,Winter,1
186,Oven,0.69,15:16,01-05-2023,33.5,Spring,5
12,Lights,1.3,11:54,13-06-2023,17.8,Spring,4
458,TV,1.43,19:31,22-04-2023,30.1,Spring,2
246,Oven,1.77,1:37,30-06-2023,7.1,Spring,5
454,Computer,0.62,20:44,13-03-2023,6.3,Winter,1
79,Washing Machine,1.51,6:25,25-01-2023,21.1,Winter,5
271,Oven,1.12,6:00,24-02-2023,3,Winter,5
380,Fridge,0.45,8:00,10-02-2023,16.1,Winter,1
417,Oven,1.27,6:16,12-02-2023,8.8,Winter,4
202,Dishwasher,0.48,6:00,17-05-2023,-8.6,Spring,2
359,Heater,4.16,3:46,13-02-2023,37.3,Winter,3
444,Fridge,0.27,3:05,24-02-2023,35.9,Winter,5
93,Heater,4.21,1:43,22-04-2023,0,Spring,4
440,Washing Machine,0.29,5:17,23-03-2023,0.2,Winter,2
121,Microwave,0.62,12:09,29-01-2023,38.1,Winter,3
109,Heater,3.23,3:42,18-01-2023,2.2,Winter,4
100,Fridge,0.37,6:51,31-01-2023,-9.9,Winter,5
433,Air Conditioning,3.91,2:56,26-03-2023,35.6,Winter,5
473,Lights,0.52,0:37,23-06-2023,30,Spring,3
139,Microwave,0.82,13:40,24-05-2023,5,Spring,1
267,Fridge,0.35,23:29,06-06-2023,-9.9,Spring,2
234,Lights,0.69,1:00,01-04-2023,39.9,Spring,5
424,Washing Machine,0.46,2:18,04-04-2023,21.6,Spring,4
387,Heater,3.25,22:00,21-02-2023,24.3,Winter,4
495,Fridge,0.21,4:13,26-03-2023,0.6,Winter,5
206,Oven,1.12,1:11,19-03-2023,17.7,Winter,5
430,Fridge,0.13,13:30,15-02-2023,24.1,Winter,2
172,Air Conditioning,4.46,0:11,26-04-2023,-2.7,Spring,2
13,Oven,1.82,21:46,01-02-2023,23.7,Winter,2
354,Washing Machine,0.89,16:55,25-05-2023,29.6,Spring,5
444,Microwave,1.92,21:20,30-01-2023,39.6,Winter,3
445,Microwave,0.81,11:14,11-06-2023,10.3,Spring,2
322,Washing Machine,1.96,5:42,05-01-2023,-3.1,Winter,2
64,Lights,0.44,12:51,27-03-2023,33.3,Winter,5
51,Oven,1.29,23:39,31-05-2023,32,Spring,5
100,Oven,1.93,18:41,23-06-2023,30.2,Spring,5
159,Computer,1.77,23:38,29-04-2023,8.8,Spring,3
70,Computer,0.34,2:11,19-04-2023,28.6,Spring,1
79,Fridge,0.22,19:49,14-05-2023,-3.3,Spring,5
221,Heater,4.44,13:10,28-05-2023,26.8,Spring,5
341,Washing Machine,1.53,12:37,01-01-2023,22.7,Winter,1
165,Lights,1.67,10:55,18-04-2023,7.4,Spring,1
232,Microwave,0.43,17:06,30-05-2023,6.7,Spring,5
198,Fridge,0.23,16:37,26-06-2023,13.2,Spring,4
303,Fridge,0.42,9:06,28-01-2023,6.4,Winter,1
425,Washing Machine,0.98,15:48,12-04-2023,1.2,Spring,2
177,Heater,2.92,3:48,03-05-2023,33.6,Spring,1
414,Oven,0.81,15:09,06-04-2023,-2.6,Spring,2
88,Microwave,1,17:35,06-06-2023,16.8,Spring,3
46,Dishwasher,0.24,5:20,08-03-2023,-3.8,Winter,2
326,TV,1.81,4:02,01-03-2023,26.4,Winter,3
468,Washing Machine,0.93,18:18,15-01-2023,33.3,Winter,3
384,Oven,1.23,9:53,11-06-2023,29.9,Spring,4
482,Oven,1.78,12:50,27-03-2023,24.8,Winter,5
103,Fridge,0.13,4:45,20-06-2023,3.5,Spring,1
420,Air Conditioning,4.03,17:09,22-04-2023,18.3,Spring,4
204,Air Conditioning,3.71,3:15,16-06-2023,0.8,Spring,4
186,Fridge,0.28,6:15,24-04-2023,19.3,Spring,5
84,Air Conditioning,4.81,14:25,26-03-2023,8.4,Winter,1
229,Lights,0.23,19:36,17-04-2023,0.4,Spring,5
162,Fridge,0.46,5:42,05-04-2023,5.6,Spring,5
333,Oven,0.49,4:38,25-06-2023,1.5,Spring,1
52,Computer,1.96,14:29,16-02-2023,3.6,Winter,1
302,Oven,0.51,19:43,24-01-2023,34.9,Winter,5
90,TV,0.78,13:24,29-04-2023,16.2,Spring,5
257,TV,1.56,12:40,02-05-2023,3.9,Spring,1
34,Computer,1.26,20:49,02-03-2023,-5.1,Winter,1
68,Computer,0.75,22:43,02-05-2023,37.3,Spring,2
9,Air Conditioning,4.42,0:42,01-01-2023,23,Winter,1
252,TV,1.28,22:37,15-05-2023,-4.9,Spring,2
425,Lights,1.58,3:57,30-04-2023,18.4,Spring,3
259,Lights,0.85,23:48,30-01-2023,23.6,Winter,1
497,Dishwasher,0.38,5:56,10-06-2023,-2,Spring,3
166,Washing Machine,0.9,7:04,18-01-2023,33.5,Winter,1
223,Oven,0.56,16:52,02-02-2023,28.1,Winter,3
150,TV,0.92,23:48,07-04-2023,29.3,Spring,2
268,Fridge,0.46,0:58,11-01-2023,17.4,Winter,4
485,Fridge,0.23,15:37,14-02-2023,9.3,Winter,4
199,Washing Machine,1.88,18:05,25-05-2023,-7.6,Spring,4
161,Air Conditioning,2.76,5:43,22-01-2023,25.5,Winter,2
255,Microwave,1.58,1:12,06-06-2023,12.7,Spring,5
23,Computer,1.81,12:59,09-02-2023,34.5,Winter,3
280,TV,1.57,13:27,17-03-2023,0.6,Winter,3
474,Fridge,0.34,13:37,24-03-2023,3,Winter,5
216,Dishwasher,1.06,14:09,03-02-2023,-0.8,Winter,4
32,Microwave,1.78,10:24,11-02-2023,19.6,Winter,4
266,Computer,1.57,1:58,29-01-2023,7.2,Winter,2
121,Fridge,0.32,8:41,26-05-2023,38.7,Spring,2
281,Lights,1.48,1:12,02-05-2023,20.9,Spring,1
18,Microwave,0.35,9:12,01-02-2023,26.6,Winter,1
152,Computer,1.92,14:54,09-02-2023,-8.1,Winter,5
381,Dishwasher,1.86,16:18,10-02-2023,39.3,Winter,1
23,Oven,0.82,10:55,12-04-2023,21.4,Spring,1
402,Heater,2.28,7:36,24-05-2023,-9.2,Spring,1
83,Washing Machine,1.23,19:19,16-06-2023,20.5,Spring,3
245,Fridge,0.42,4:18,05-06-2023,21.9,Spring,3
436,TV,1.63,19:39,22-06-2023,6.2,Spring,1
76,Dishwasher,1.89,0:34,10-01-2023,-3.7,Winter,4
348,Microwave,1.22,18:25,15-02-2023,37.6,Winter,2
272,Heater,3,14:06,01-02-2023,39.5,Winter,4
418,TV,1.82,8:11,13-06-2023,11.7,Spring,1
89,Fridge,0.18,17:32,30-06-2023,-2.8,Spring,1
139,Air Conditioning,4.1,20:49,19-05-2023,-0.6,Spring,2
